Italian,English
Centrale Rischi-modalita' di segnalazione dei rapporti oggetto di contestazione e di controparti beneficiarie di sospensioni,Central Risks - method of reporting disputed relationships and counterparties benefiting from suspensions
Estero - Operativita' in cambi - Rivalutazione giornaliera delle posizioni in Cambi su Kondor,Abroad - Foreign exchange transactions - Daily revaluation of foreign exchange positions on Kondor
Rilascio credenziali a clientela di Banca-Societa' esterna convenzionata,Issuance of credentials to customers of affiliated external Bank-Company
Gestione fatture servizi alla clientela,Management of customer service invoices
Esecuzione delle verifiche tecniche di Sicurezza,Execution of the technical safety checks
Independent Price Verification - Allineamento Sistemi di FO,Independent Price Verification - FO Systems Alignment
Adempimento verso clientela per servizio di Client Clearing,Fulfillment towards customers for Client Clearing service
Comunicazione delle operazioni di equity investment e alimentazione del sistema per il calcolo dei limiti di investimento,Communication of equity investment transactions and input of the system for calculating investment limits
Gestione profilazione di strutture organizzative e figure professionali,Profiling management of organizational structures and professional figures
Processo di Contingency - Indisponibilita' messaggistica da CLS Bank,Contingency process - Messaging unavailability from CLS Bank
Approvvigionamenti clientela,Customer supplies
Pool Audit,Pool audits
Finanziamenti con Provviste BEI,Loans with EIB Provisions
Disegno Architetture e Standard ICT,Design of ICT Architectures and Standards
Carte di credito - Emissione richiesta da Clientela Aziende - Offerta In Sede,Credit Cards - Issuance requested by Corporate Customers - On-Site Offer
Lavorazione delle partite varie stralciate - recupero somme,Processing of miscellaneous items removed - recovery of sums
Riacquisto dalla clientela di diamanti acquistati da DPI presso le Filiali della Banca,Repurchase from customers of diamonds purchased by DPI at the Bank's branches
Dimissioni e risoluzione consensuale,Resignation and consensual termination
Gestione delle modifiche non sostanziali,Management of minor changes
Gestione Proattiva Banche e Financial Institutions - Gestire le posizioni in Gestione Proattiva (PM),Proactive Management Banks and Financial Institutions - Managing positions in Proactive Management (PM)
Ciclo di vita prodotti infrastrutturali in Server Farm,Infrastructure products life cycle in Server Farm
Confirming - Gestione Buyer,Confirming - Buyer Management
Sistemi di Informazioni Creditizie - Gestione degli Interventi,Credit Information Systems - Intervention Management
Attivazione servizio Inbiz per Cliente Financial Institutions o Filiale Estera o Banca Estera,Inbiz service activation for Financial Institutions or Foreign Branch or Foreign Bank Customers
Estero - Operativita' in cambi - Negoziazione Cambi a pronti - BdT,Abroad - Foreign exchange operations - Negotiation of spot exchange rates - BdT
Emissioni certificates - Ammissione al mercato secondario,Emission certificates - Admission to the secondary market
Gestione ordinaria - Monitoraggio I livello e rendicontazione investitori,Ordinary management - I level monitoring and investor reporting
Compravendita titoli - Mercato secondario,Securities trading - Secondary market
Capital Management - Predisposizione del Capital Plan - Avvio,Capital Management - Preparation of the Capital Plan - Startup
Rischio IRR - Reportistica gestionale,IRR risk - Management reporting
Foresterie,guesthouses
Rilascio badge permanente personale non dipendente,Issuing permanent badge for non-employee personnel
Revisioni automatiche,Automatic revisions
Adempimento Collaborativo con AdE - Interlocuzione con l'Agenzia delle Entrate,Collaborative Fulfillment with AdE - Interlocution with the Revenue Agency
Segnalazioni Sofferenze - Diagnostica Banca d'Italia ed invio definitivo,Non-performing reports - Bank of Italy diagnostics and final submission
DFA - Large Trader Reporting - Derivati Listati ed OTC,DFA - Large Trader Reporting - Listed and OTC derivatives
Finanziamenti in GIC - Definizione contrattuale e Stipula,Loans in GIC - Contract definition and Stipulation
Alternative Investments Funds - Expiry o disinvestimento,Alternative Investments Funds - Expiry or divestment
Classificazione e contrattualizzazione MiFID clientela Financial Institutions,MiFID classification and contracting for Financial Institutions customers
Apertura nuovi rapporti,Opening new relationships
Delibera - Prestiti a Dipendenti Gruppo Intesa Sanpaolo,Resolution - Loans to Intesa Sanpaolo Group employees
Gestione acquisti - Gestione Richiesta di Acquisto,Purchasing Management - Purchase Request Management
Bonifici estero in entrata - Gestione fondi trasferiti dall'Iran da soggetto black listed,Incoming foreign transfers - Management of funds transferred from Iran by a black listed subject
Performance Management - aHead - valutazione prestazioni Middle Management,Performance Management - aHead - Middle Management performance evaluation
Loan Trading - Censimento borrower,Loan Trading - Borrower Census
Definizione pricing SEF - Divisione IMI CIB - Dir. Global Banking & Sovereign Institutions,SEF pricing definition - IMI CIB Division - Global Banking & Sovereign Institutions Dir
Gestione Sofferenze Leasing - Applicazione Add-On e Definizione Fondo Rischi Mensile - Provis,Management of Leasing Bad Loans - Add-On Application and Definition of Monthly Risk Fund - Provis
Dispositivi per il dipendente - Monitoraggio e reporting,Employee Devices - Monitoring and Reporting
Prodotti e Servizi Finanziari - Derivati OTC - Regolarizzazione documento contrattuale - BdT,Financial products and services - OTC derivatives - Contract document regularization - BdT
Estinzione Servizio Welfare Aziendale,Extinction of the Corporate Welfare Service
Sospensione pagamento delle rate Mutui e Finanziamenti a medio-lungo termine,Suspension of payment of mortgage installments and medium-long term loans
Eurofidi - Attivazione della Controgaranzia a prima richiesta da parte del soggetto finanziatore,Eurofidi - Activation of the Counter-guarantee upon first request by the lender
Grandi Esposizioni consolidate (Base LEXC) _ Generazione flussi - verifica dati - consolidamento - invio segnalazione,Large Consolidated Exposures (LEXC Base) _ Generation of flows - data verification - consolidation - sending of reports
Contabilita' Cespiti - Gestione,Asset Accounting - Management
Sepa Direct Debit - Monitoraggio e gestione frodi,Sepa Direct Debit - Fraud monitoring and management
Apposizione data certa su strumenti finanziari a garanzia,Affixing a certain date on financial instruments as collateral
Gestione degli Interventi Agevolati - Perizie,Management of Subsidized Interventions - Appraisals
Estero - Operativita' in cambi - Netting delle posizioni,Abroad - Foreign exchange operations - Netting of positions
OPA - Presidio rischio di attivazione OPA Obbligatoria e di integrazione del prezzo,Takeover bid - Management of risk of activation Mandatory takeover bid and price integration
Gestione degli Interventi Agevolati - Consuntivazione,Management of Subsidized Interventions - Final balance
Interventi sulle presentazioni di portafoglio,Interventions on portfolio presentations
Altri materiali e servizi da Catalogo Elettronico,Other materials and services from the Electronic Catalogue
Cash Pooling Domestico - Vendita e attivazione,Domestic Cash Pooling - Sale and activation
Concessione - Istruttoria proposta e delibera leasing,Concession - Proposed investigation and leasing resolution
Gestione richieste di supporto consulenziale,Handling support requests
Anagrafe Controparti di Gruppo - Armonizzazione delle anagrafiche,Group Counterparty Database - Harmonization of databases
Censimento e Gestione Controparte - Acquisizione e scansione delle firme della clientela,Counterparty Census and Management - Acquisition and scanning of customer signatures
Rinegoziazioni Mutui - Finanziamenti Imprese e Aziende Retail,Mortgage renegotiations - Corporate and Retail Company Financing
Portafogliazione della clientela - Trasferimento delle posizioni di Clienti gia' portafogliati,Customer Portfolio - Transfer of the positions of customers already portfolio
Definizione Gruppo bancario,Banking group definition
Stima di una iniziativa con metodologia PSS,Estimate of an initiative with PSS methodology
Polizze di Protezione - Motor - Emissione,Protection Policies - Motor - Issue
Gestione prelevamento su credito semplice,Simple credit withdrawal management
Aggiornamento della tassonomia settoriale,Update of the sectoral taxonomy
Gestione della presentazione,Presentation management
Factoring - Gestione Factoring - Incassi SDD,Factoring - Factoring Management - SDD Collections
Emissione o aggiornamento documentazione trasparenza - Prodotti di credito al consumo,Issue or update of transparency documentation - Consumer credit products
Gestione della documentazione a corredo della normativa di processo,Management of the documentation accompanying the process regulations
Identificazione e Valutazione - Analisi di Scenario,Identification and Evaluation - Scenario Analysis
Storicizzazione dei fogli informativi e dei precontratti,Historicization of information sheets and pre-contracts
Servizio Corporate Remote Banking e Open Banking - Monitoraggio e gestione frodi,Corporate Remote Banking and Open Banking Service - Monitoring and fraud management
Implementazione e supporto Architetture e Standard ICT,Implementation and support of ICT Architectures and Standards
