Italian,English
Processi e Quality Assurance Embarghi e Anticorruzione,Processes and Quality Assurance Embargoes and Anti-corruption
Destinatari - Liquidity Report,Recipients - Liquidity Report
Rating Agencies Relations,Rating Agencies Relations
Progettista/Direttore dei Lavori,Designer/Project Manager
Amministrazione concedente,Conceding administration
Responsabile dei Lavori,Supervisor
Strutture territoriali competenti,Competent territorial structures
Coordinatore per l'Esecuzione dei lavori,Coordinator for the Execution of the works
Coordinatore per la Progettazione,Planning Coordinator
Ufficio Gestione Credito Nord Italia,Northern Italy Credit Management Office
Ufficio Gestione Credito Centro Sud Italia,Central-Southern Italy Credit Management Office
Consap SpA,Consap SpA
MBCredit Solutions,MB Credit Solutions
Legal Entity,Legal Entity
Divisione Banca dei Territori - Direzione Filiale Digitale,Banca dei Territori Division - Digital Branch Management
Provider esterno ,External provider
Operazioni Straordinarie - DC Amministrazione e Fiscale,Extraordinary Transactions - DC Administration and Tax
CIB Credit Risk,CIB Credit Risk
Legal Advisory GTB,Legal Advisory GTB
Controparte del gruppo,Group counterpart
Consulenza Legale Finanza e Servizi di Gruppo,"Legal Consulting, Finance and Group Services"
Struttura owner,owner structure
Utente abilitato,Enabled user
Responsabili delle strutture coinvolte,Managers of the structures involved
Funzione Responsabile del documento di Governance,Function Responsible for the Governance document
Coordinamento Iniziative Risk BdT,Coordination of BdT Risk Initiatives
Data Technology Office,Data Technology Office
Audit ICT Network Domestico,Home ICT Network Audit
Cliente Corporate,Corporate client
Partecipazioni Infrastrutturali,Infrastructural Investments
Coordinamento e Iniziative Trasversali,Coordination and Transversal Initiatives
Planning & Control - ISB Division,Planning & Control - ISB Division
Controllo di Gestione ISB,ISB Management Control
Rendicontazione NPE e Coordinamento SRT,NPE reporting and SRT coordination
Fideuram Investimenti SGR,Fideuram Investimenti SGR
Segreteria societaria Banca con azioni diffuse,Corporate Secretariat Bank with widespread shares
Struttura responsabile dell'operazione,Structure responsible for the operation
Governance Counterparty Risk,Governance Counterparty Risk
Destinatario reportistica,Report recipient
Marketing Communication,Marketing Communications
Pianificazione Spazi Pubblicitari,Planning Advertising Spaces
Ufficio Reclami,Complaints office
ESG & Sustainability Reporting,ESG & Sustainability Reporting
Referente CSR,CSR contact person
Funzione Legale di ciascuna Legal Entity,Legal Function of each Legal Entity
Società del Gruppo committente,Client Group company
Fornitore/Terza Parte,Supplier/Third Party
Supervisory Crisis Management,Supervisory Crisis Management
Coordinamento Portafogli Filiali Estere,Coordination of Portfolios of Foreign Branches
Strutture Centrali,Central Structures
Front Office Tesoreria,Front Office Treasury
Magazzino presso strutture depositarie,Warehouse at depository facilities
Funzione Acquisti locale,Local Purchasing Function
Ente promotore dell'iniziativa,Promoter of the initiative
Ente proprietario del bene artistico,Owner of the artistic asset
Iniziative Culturali e Progetti Espositivi,Cultural Initiatives and Exhibition Projects
Gestore esterno della documentazione,External documentation manager
Utente di Struttura Centrale,Central Structure User
Trasportatore,Conveyor
Gestione Applicativa Finanza,Finance Application Management
Ufficio Mutui Privati,Private Mortgage Office
Structured Debt Solutions,Structured Debt Solutions
Desk DCM Origination - Filiale Estera,DCM Origination Desk - Foreign Branch
Intesa Sanpaolo IMI Securities Corporation - Compliance,Intesa Sanpaolo IMI Securities Corporation - Compliance
Clearstream,Clearstream
Ufficio INPS,INPS office
Responsabile struttura affidataria,Facility manager
Dipendente segnalante ,reporting employee
Divisioni e Strutture Centrali,Divisions and Central Structures
IT - Filiale Estera Hub,IT - Foreign Branch Hub
Relazioni con Università e Scuola,Relations with Universities and Schools
PMOC / Agile Manager,PMOC / Agile Manager
Capo Progetto Utente,User Project Leader
 Società del Gruppo, Group company
Local Compliance Office ,Local Compliance Office
Soggetti/Referenti segnalanti,Reporting Subjects/Referees
Responsabili di primo livello della Divisione IMI CIB,First level managers of the IMI CIB Division
Referente Applicativo / Digital Business Partner,Application Representative / Digital Business Partner
Segreteria societaria Banca del Gruppo,Group Bank Corporate Secretariat
Consiglio di Amministrazione Banca del Gruppo,Board of Directors Bank of the Group
Credit Solutions BdT,Credit Solutions BdT
Credit Solutions CIB,Credit Solutions CIB
Team leader ,Team leader
Responsabile above the Tree,Responsible above the Tree
Componenti dei team ,Team members
Crisis Manager,Crisis Manager
Contingency Team,Contingency team
Servicer per Credito al Consumo,Consumer Credit Servicer
Operatore,Operator
European Regulatory & Public Affairs,European Regulatory & Public Affairs
Assistente Banca Richiedente,Requesting Bank Assistant
Organo deliberante competente banca garantita,Competent decision-making body guaranteed bank
Global Markets Service,Global Markets Service
Altra struttura della Banca,Other structure of the Bank
Struttura richiedente la valutazione,Structure requesting the evaluation
Local ISO,Local ISO
Funzione ORMD locale (Operational Risk Management Decentrato),Local ORMD function (Decentralized Operational Risk Management)
Strutture interne all'Area CRO,Structures inside the CRO Area
Area CRO - Rischi di mercato/liquidità/operativi/credito,CRO area - Market/liquidity/operational/credit risks
Area CRO - Rischi di Credito,CRO Area - Credit Risks
ISP vita,ISP life
Dipendente lungo assente,Long absent employee
Trading Desk,Trading Desk
Presidio Iniziative Trasversali sui Dati,Oversight of Transversal Data Initiatives
Data Owner di competenza,Competent Data Owner
Professional and Industry Associations,Professional and Industry Associations
Organismo per la tenuta dell'Albo dei Consulenti Finanziari,Body for keeping the Register of Financial Advisors
Corporate Servicer Esterno,External Corporate Servicer
Agenzia di rating,Rating agency
Asset monitor,Asset monitors
Altre strutture di demand,Other demand structures
Validatore DIL,DIL validator
Desk di Trading,Trading desks
Destinatari - Rilevazione settimanale di liquidità - Banche ,Recipients - Weekly liquidity survey - Banks
Processi e Quality Assurance Transaction Monitoring,Processes and Quality Assurance Transaction Monitoring
Internal Financial Intelligence Unit - Case Investigations,Internal Financial Intelligence Unit - Case Investigations
Anagrafe e Società del Gruppo,Registry and Group Company
Struttura tecnica di riferimento,Reference technical structure
Segnalante secondario,Secondary whistleblower
Segnalante primario,Primary whistleblower
Local Compliance Officer,Local Compliance Officer
Soggetti/Referenti segnalati ,Reported Subjects/Referees
Soggetti/Referenti iscritti in Limited Information List e in Insider List ,Subjects/Referees registered in the Limited Information List and in the Insider List
Struttura amministrativa della Società in perimetro,Administrative structure of the Company in scope
Referenti CBCM,CBCM contacts
Comitato IT Factory,IT Factory Committee
Banca italiana del Gruppo,Italian Bank of the Group
Strutture di riferimento - crediti,Reference structures - credits
Banche Estere ,Foreign Banks
Segreteria societaria Banca italiana Controllata,Corporate Secretariat Banca Italiana Subsidiary
Intesa Sanpaolo Casa,Intesa Sanpaolo House
Legale Internazionale,International Legal
Dipendente richiedente,requesting employee
Responsabile di Servizio CIB,CIB Service Manager
Responsabile Unità Organizzativa,Organizational Unit Manager
Referente SSA,SSA contact person
Coordinamento Application,Application coordination
Fideuram Intesa Sanpaolo Private Banking - Sistemi Informativi,Fideuram Intesa Sanpaolo Private Banking - Information Systems
CIB Capital Markets,CIB Capital Markets
Ccontroparte,Counterparty
IMI CIB Regulatory Solutions,IMI CIB Regulatory Solutions
Ratings & Fundamental Data,Ratings & Fundamental Data
Fideuram Intesa Sanpaolo Private Banking - Affari Societari,Fideuram Intesa Sanpaolo Private Banking - Corporate Affairs
Struttura competente per materia - Capogruppo,Structure responsible for the matter - Parent Company
Struttura Bilancio Banca Controllata - perimetro Italia,Structure of the Subsidiary Bank's Financial Statements - Italy perimeter
Operations Crediti,Operations Credits
Operations Titoli,Operations Titles
Accertamenti e Verifiche Conti e Depositi,Assessments and Verifications of Accounts and Deposits
Crediti,Credits
Comitato Fabbisogni,Requirements Committee
Referente ICT,ICT contact person
Capo Progetto ICT,ICT Project Leader
Data Owner Responsabile del documento,Data Owner Responsible for the document
Direttore di progetto,Project director
Sponsor di progetto,Project sponsors
Key Manager,Key Manager
Responsabile gerarchico,hierarchical manager
NSF - Consorzio Studi e ricerche fiscali - back office con studi e ricerche fiscali,NSF - Consortium for tax studies and research - back office with tax studies and research
Comitati Preposti,Appointed Committees
Partner Commerciale,Commercial Partner
Struttura Resp. Prodotto / Servizio,Product / Service Manager Structure
Referente applicativo,Application contact person
Struttura di Operations competente per la specifica attività,Operations structure competent for the specific activity
Strutture destinatarie della reportistica,Structures recipients of the reports
Struttura Controllata,Controlled Structure
Audit Attività Corporate,Corporate activity audits
Controller Relationship Unit,Controller Relationship Units
Controparte CIB,CIB Counterparty
Banca IMI - Equity Portfolio Management,Banca IMI - Equity Portfolio Management
Global Markets Solutions & Financing London,Global Markets Solutions & Financing London
Banca IMI - Bank Resource Management,Banca IMI - Bank Resource Management
Banca IMI - Rates Trading,Banca IMI - Rates Trading
Banca IMI - Credit Portfolio Management,Banca IMI - Credit Portfolio Management
Equity & Credit Trading ,Equity & Credit Trading
Global Markets Sales London,Global Markets Sales London
Banca IMI - Commodity Trading,Banca IMI - Commodity Trading
Banca IMI - Concessione Crediti e Segreteria Tecnica,Banca IMI - Credit Concession and Technical Secretariat
La Controparte,The Counterparty
Global Markets Trading ,Global Markets Trading
Carrier/Manutentore,Carrier/Maintainer
Gestore del Personale - Direzione Filiale Digitale,Personnel Manager - Digital Branch Management
Gestore del Personale - Direzione Agribusiness,Personnel Manager - Agribusiness Management
Gestore del Personale - Direzione Impact,Personnel Manager - Impact Management
Management delle Legal Entity/Foreign Branch,Management of Legal Entities/Foreign Branches
Funzioni Aziendali di Controllo,Company Control Functions
"Richiedente sponsee (es. associazione, ente, organizzatore, promotore  dell'iniziativa/evento)","Spontaneous applicant (e.g. association, body, organizer, promoter of the initiative/event)"
Responsabile U.O. impattata,U.O. Manager impacted
Responsabile U. O. Ospitante,Responsible of the Host O.U
"Operazioni Straordinarie, Product Control e Supporto Tesoreria e Finanza di Gruppo","Extraordinary Transactions, Product Control and Group Treasury and Finance Support"
Specialista Agricoltura - Direzione Regionale,Agriculture Specialist - Regional Directorate
Ufficio Anagrafe Titoli e Operazioni Societarie ,Securities Registry Office and Corporate Transactions
Network Development,Network Development
Enterprise Risk Analysis & Integrated Reporting,Enterprise Risk Analysis & Integrated Reporting
Data Owner IMI CIB,Data Owner IMI CIB
DOW BdT,DOW BdT
Società Prodotto BdT,BdT Product Company
Local Public Administration Relations,Local Public Administration Relations
Specialista Coordinamento Territoriale Prodotti e Segmenti - Direzione Agribusiness,Territorial Coordination Specialist for Products and Segments - Agribusiness Management
Responsabile Area di Governo Chief Compliance Officer,Chief Compliance Officer Governance Area Manager
Responsabile Direzione Centrale Enterprise Risk Management,Head of the Enterprise Risk Management Central Department
Responsabile Direzione Centrale Risk Management BdT,Head of the BdT Risk Management Central Department
Responsabile Digital Business Partner Aree di Business,Head of Digital Business Partner Business Areas
Responsabile Direzione Centrale Studi e Ricerche,Head of the Central Studies and Research Department
Responsabile Area di Governo Chief Risk Officer,Chief Risk Officer Governance Area Manager
Responsabile Direzione Centrale Compliance Regolamentare BdT e Private,Head of the BdT and Private Banking Regulatory Compliance Central Department
Responsabile Direzione Centrale Tesoreria e Finanza di Gruppo,Head of Group Treasury and Finance Department
Responsabile Divisione Banca dei Territori,Head of Banca dei Territori Division
Responsabili delle Fabbriche Prodotto di Gruppo competenti in base all’offerta della Divisione,Managers of Group Product Factories competent on the basis of the Division's offer
Responsabili delle Società appartenenti alla Divisione Banca dei Territori,Managers of companies belonging to the Banca dei Territori Division
Responsabile Global Markets & Investment Banking - Divisione IMI CIB,Head of Global Markets & Investment Banking - IMI CIB Division
"Responsabile Area di Coordinamento Market, Financial and C&IB Risks","Head of Market, Financial and C&IB Risks Coordination Area"
Responsabile Direzione Centrale Legale e Contenzioso - Group General Counsel,Head of Central Legal and Litigation Department - Group General Counsel
Responsabile Direzione Centrale Compliance Regolamentare Corporate e Investment Banking,Head of the Corporate and Investment Banking Regulatory Compliance Central Department
Responsabile Divisione IMI Corporate & Investment Banking,Head of IMI Corporate & Investment Banking Division
Gruppo Referente,Referent group
Gestione Operativa,Operation management
Referente del certificato,Certificate contact person
"Controlli IMI CIB, Public and Project Finance","IMI CIB audits, Public and Project Finance"
Global Markets,global markets
Destinatari comunicazione di avvenuta certificazione del modello,Recipients of communication of certification of the model
Tableau de Bord e Piano d'Impresa IMI CIB,Tableau de Bord and IMI CIB Business Plan
Incident Management,Incident Management
Gestione NPE Area Geografica 2,Geographic Area 2 NPE management
Multinational Clients,Multinational Clients
Gestione NPE Area Geografica 1,NPE management Geographic Area 1
Metoda,Method
Controllo di Gestione BdT e Wealth Management,BdT Management Control and Wealth Management
Struttura owner dell’operazione,Operation owner structure
Responsabile Divisione/Direzione competente,Responsible Division/Direction responsible
Organo deliberante,Deliberative body
Team di ricerca,Research team
Responsabile Struttura richiedente,Responsible of the requesting Structure
Gestione del Personale competente,Competent personnel management
Specialista Agribusiness,Agribusiness specialist
Gestore di riferimento,Reference manager
Offerente,Bidder
Sviluppatore,Developer
"Sales Support Imprese, Agribusiness e Terzo Settore","Sales Support Enterprises, Agribusiness and Third Sector"
Società del Gruppo in perimetro,Group companies in scope
Tavolo di Product Governance della Divisione IMI CIB,Product Governance table of the IMI CIB Division
Coordinamento Compliance Società Estere e Operatività Transfrontaliera,Coordination of Foreign Company Compliance and Cross-border Operations
Addetto apertura buste,Envelope opening clerk
Responsabile della Funzione Acquisti,Purchasing Manager
Desk specialistici di prodotto - Filiale Estera Hub,Product specialist desks - Hub foreign branch
Societa' Estere,Foreign companies
Segreterie societarie società del Gruppo,Corporate secretariats of Group companies
Compliance Officer Società del Gruppo,Group Company Compliance Officer
Referente Società,Company Contact
Strutture competenti per la conduzione di iniziative su MR/MTF/OTF ,Competent structures for conducting initiatives on MR/MTF/OTF
Amministratore dell'indice,Index administrator
Moderatore,Moderator
Analista Finanziario,Financial analyst
CRIF,CRIF
Data Office,Data Office
Direttore del progetto,Project director
Direttore del Progetto,Project Director
Dipendente ,Employee
PCI Officer,PCI Officer
Client Solutions Sales ,Client Solutions Sales
Investors,Investors
State Street Bank,State Street Bank
Audit Regulatory Models & Capital Adequacy,Audit Regulatory Models & Capital Adequacy
Destinatario della comunicazione di escalation,Recipient of the escalation communication
Responsabile dell'Unità Organizzativa dedicata alle tematiche inerenti il modello di Data Governance,Head of the Organizational Unit dedicated to issues relating to the Data Governance model
Responsabile della struttura di Data Owner,Responsible for the Data Owner structure
Unità Organizzativa dedicata alle tematiche inerenti il modello di Data Governance,Organizational unit dedicated to issues relating to the Data Governance model
Struttura destinataria dell'atto,Addressee structure of the deed
Funzioni valutatrici facoltative,Optional evaluator functions
I valutatori obbligatori e facoltativi – ove coinvolti,Mandatory and optional assessors – where involved
Responsabile ,Responsible
Strutture segnalanti,reporting structures
Responsabile UO Subentrante ,Incoming OU Manager
Funzioni competenti e di monitoraggio,Competent and monitoring functions
Responsabile UO Impattata,Head of OU impacted
Organo Deliberante Competente,Competent Deliberating Body
Personale di Struttura non operativa,Non-operating structure staff
Personale di Struttura operativa,Operating structure staff
Responsabile della Struttura Operativa,Head of the Operating Structure
Responsabile di Struttura non operativa,Head of non-operational structure
Assistente CIB,CIB assistant
Strutture Centrali di Operations,Operations Central Structures
Trade Finance ISBD,ISBD Trade Finance
Assemblea degli Azionisti,Shareholders' meeting
Struttura proponente,proposing structure
Segreterie Organi deliberanti,Secretariats Decision-making bodies
Altra struttura coinvolta,Other facility involved
Segreteria Organi Sociali,Corporate Bodies Secretariat
Organi Sociali ,Corporate bodies
Tipografia,Typography
Responsabile Direzione Risorse Umane,Head of Human Resources Department
Comitato Remunerazioni,Remuneration Committee
Borsa Italiana S.p.A.,Borsa Italiana S.p.A.
Consulenza Societaria e Governance Capogruppo,Corporate Consulting and Parent Company Governance
Know Your Customer Anti Money Laundering,Know Your Customer Anti Money Laundering
Enti Sovranazionali,Supranational entities
Esterni,exteriors
Altra figura o struttura,Other shape or structure
Service incaricato,Service in charge
Soggetto autorizzato,Authorized subject
Segreteria societaria Banca / Società controllata,Corporate Secretariat Bank / Subsidiary
Struttura amministrativa Banca / Società non in service,Administrative structure Bank / Company not in service
Controller Legal Entity,Controller Legal Entity
Cross Factor,cross factor
Fideuram Intesa Sanpaolo Private Banking - Operations Prodotti Bancari,Fideuram Intesa Sanpaolo Private Banking - Operations Banking Products
Fideuram Intesa Sanpaolo Private Banking - Filiale,Fideuram Intesa Sanpaolo Private Banking - Branch
Fideuram Intesa Sanpaolo Private Banking - Filiale Accentrata,Fideuram Intesa Sanpaolo Private Banking - Centralized Branch
Responsabile Government & Institutional Investors,Head of Government & Institutional Investors
Responsabile Client Management Support,Head of Client Management Support
"Responsabile Asset Management, Insurance & Government","Head of Asset Management, Insurance & Government"
Responsabile Emerging Markets,Head of Emerging Markets
Responsabile Sovereign Wealth Funds,Head of Sovereign Wealth Funds
Responsabile Financial Sponsor Group,Head of Financial Sponsor Group
Responsabile Asset Management,Head of Asset Management
Fideuram Intesa Sanpaolo Private Banking - Responsabile Filiale Accentrata,Fideuram Intesa Sanpaolo Private Banking - Centralized Branch Manager
Responsabile Banks,Banks manager
M.E.F.,M.E.F.
Strategic Support,Strategic Support
Banca IMI - Credit Solutions Group,Banca IMI - Credit Solutions Group
Contenzioso Internazionale,International Litigation
Business Owner ,Business Owner
Loan Agency & Support,Loan Agency & Support
Consulenza Legale Capital Markets e Finanza Cartolare - Divisione IMI CIB,Legal Consulting Capital Markets and Securities Finance - IMI CIB Division
Customer Controls,Customer Controls
Banche Estere non del Gruppo,Foreign Banks not belonging to the Group
Funzione Amministrazione Centrale,Central Administration Function
SWIFT,SWIFT
Sales Support ISBD,ISBD Sales Support
Responsabile della Divisione,Division manager
Addetto Crediti - Direzione Regionale,Credit Officer - Regional Management
Collocamento Prodotti ed Adeguatezza,Product Placement and Suitability
Società del Gruppo Bancario,Company of the Banking Group
Referente di Ciclo Passivo,Passive Cycle Referent
Struttura contabile,Accounting structure
Credit Risk Reporting and Infrastructure,Credit Risk Reporting and Infrastructure
Marketing,Marketing
Presidente del Comitato,Chairman of the Committee
Analysis & Modelling,Analysis & Modelling
Direttore di Area Consulenti Finanziari,Director of the Financial Advisors Area
Direttore Commerciale Exclusive,Exclusive Commercial Director
Struttura Fiscale della nuova Partecipante,Tax Structure of the new Participant
Struttura Fiscale della Società da escludere,Tax Structure of the Company to be excluded
Segreteria della nuova Partecipante,Secretariat of the new Participant
Assistente banca richiedente,Applicant bank assistant
Tesoreria Fideuram ,Fideuram Treasury
Strutture destinatarie,Recipient structures
Terzo Custode,Third Keeper
INAIL,INAIL
Consulenza Legale Finanza Straordinaria - Divisione IMI CIB,Extraordinary Finance Legal Advice - IMI CIB Division
"Retail, Personale e Pianificazione","Retail, Personnel and Planning"
Team di progetto,Project team
Struttura responsabile della Partita Varia,Structure responsible for the Varied Match
Cassa di Compensazione e Garanzia,Cassa di Compensazione e Garanzia
Intesa Sanpaolo Holding International,Intesa Sanpaolo Holding International
Enti Certificatori,Certification Bodies
Audit Processi di Governo e Adempimenti Regolamentari,Audit of Government Processes and Regulatory Fulfillments
Organismo di vigilanza,Supervisory body
Investitori,Investors
Brokers,brokers
Financial Products and Product Factory Coordination,Financial Products and Product Factory Coordination
Ente Sovranazionale,Supranational body
Segment Reporting Layer e Analisi Trasversali BU,Segment Reporting Layer and Transversal Analysis BU
Studio Legale Esterno,External Law Firm
Representative of noteholders,Representative of noteholders
Calculation agent,Calculation agent
ISPB -Pricing e Monitoraggio,ISPB -Pricing and Monitoring
FID - Performance Management Metodologie e Strumenti,FID - Performance Management Methodologies and Tools
ISPB - Coordinatore Area Private,ISPB - Private Area Coordinator
Intesa Sanpaolo Formazione,Intesa Sanpaolo Training
Struttura assegnataria,Assignee structure
Desk di Prodotto - Finanza Strutturata,Product Desk - Structured Finance
Banche/Società del Gruppo coinvolte,Group banks/companies involved
Coordinatore Outsourcing Società Cliente,Client Company Outsourcing Coordinator
Struttura erogante di Capogruppo,Parent Company disbursing structure
Responsabile Interfaccia Processing e Business Support,Processing and Business Support Interface Manager
ECM BDT,ECM BDT
Coordinamento Banche Estere,International Bank Coordination
"Funzioni Banca estera CFO, Real estate Planning & Control","Functions Foreign bank CFO, Real estate Planning & Control"
Coordinamento Società Estere,Coordination of Foreign Companies
Società Italiane gestite nel perimetro ,Italian companies managed within the perimeter
Business/Process Owner,Business/Process Owner
Strutture coinvolte nel Programma,Structures involved in the Programme
Comitato Guida del Programma,Program Steering Committee
Organismo per la tenuta dell'Albo,Organism for keeping the register
IVASS,IVASS
Banca IMI - BdT Sales,Banca IMI - BdT Sales
Supporto Divisione BdT,BdT Division support
Direzione Pianificazione e Active Value Management,Planning and Active Value Management Department
Direzione Marketing,Marketing Management
Investment Banking & Structured Finance London - Divisione IMI CIB,Investment Banking & Structured Finance London - IMI CIB Division
Direzione Generale Banca,Bank General Management
Funzione Attivatrice,Activator function
Responsabile Utente,User Manager
Compliance Officer - Banca/Società del Gruppo,Compliance Officer - Group Bank/Company
Altre Strutture destinatarie della Banca/Società del Gruppo,Other recipient Structures of the Group Bank/Company
Destinatari Reportistica Volcker Rule,Recipients Reporting Volcker Rule
Funzione di business e di supporto,Business and support function
Autorità di controllo,Supervisory authority
Ente di acquisto,Purchasing body
Presidio Modello Data Governance,Oversight of the Data Governance Model
Central Relations & Legislative Monitoring,Central Relations & Legislative Monitoring
Data Office Coordination,Data office coordination
Supervisory Impact Assessment,Supervisory Impact Assessment
Rappresentante Obbligazionisti,Bondholder Representative
Società Veicolo,vehicle company
Società non in perimetro Area CRO,Company not in the CRO Area perimeter
Funzione Responsabile del documento di Regole,Function Responsible for the Rules document
Funzioni Coinvolte,Functions Involved
AML Network,AML Network
Responsabile Direzione Centrale Operations,Head of Central Operations Department
Responsabile Direzione Global Banking & Sovereign Institutions - Divisione IMI CIB,Head of Global Banking & Sovereign Institutions Department - IMI CIB Division
Responsabile Gestione Diretta Bad Loans,Head of Direct Management of Bad Loans
Responsabile di riferimento,Reference manager
Fideuram Intesa Sanpaolo Private Banking - Gestione Operativa Filiali,Fideuram Intesa Sanpaolo Private Banking - Operational Branch Management
Desk Factoring - Filiale Estera,Desk Factoring - Foreign Branch
Società partecipata/controllata,Subsidiary/subsidiary company
Responsabile della Direzione di appartenenza del Dipendente,Head of the Department to which the Employee belongs
Sviluppo Sistemi di Incentivazione,Development of Incentive Systems
Accounting & Operations - Londra,Accounting & Operations - London
Struttura Segnalante,Reporting Structure
ISO di Gruppo,Group ISO
Responsabili della Sicurezza Informatica locali,Local IT Security Managers
Segreterie delle Società a Gestione Accentrata,Secretariats of Centralized Management Companies
Ente realizzatore,Implementing body
Struttura richiedente il bene,Requesting facility
Banche/Società del Gruppo,Group Banks/Companies
Compliance Officer Società con gestione non accentrata,Compliance Officer Company with non centralized management
Figura a supporto delle Funzioni locali nello svolgimento delle attività di presidio dei rischi di non conformità,Figure supporting the local Functions in carrying out the non-compliance risk monitoring activities
Direttore di Progetto Data Governance,Data Governance Project Manager
Adempimenti Societari e Rapporti con gli Azionisti,Corporate Compliance and Relations with Shareholders
Data Reporting,Data Reporting
Ufficio Coordinamento Marketing e Trasparenza,Marketing and Transparency Coordination Office
"Servizi di Investimento, Previdenziali e Assicurativi Finanziari","Investment, Pension and Financial Insurance Services"
ISPB - Marketing,ISPB - Marketing
"Fideuram Intesa Sanpaolo Private Banking - Pianificazione, BDG e Contr. di Gestione ISPB","Fideuram Intesa Sanpaolo Private Banking - Planning, BDG and Contr. of ISPB Management"
Prodotti Risparmio Amministrato e Servizi di Consulenza,Administered savings products and consultancy services
Funzione preposta,Appointed function
Trasformazione Digitale Retail,Retail Digital Transformation
Data Owner Coordinator,Data Owner Coordinator
Struttura che svolge la funzione di Segreteria,Structure that performs the function of Secretariat
Destinatari iniziali,Initial Recipients
Banche Estere in perimetro,Foreign Banks in the perimeter
Finanziamenti Aziende Retail e Agribusiness,Financing Retail and Agribusiness companies
"Sviluppo Modelli Corporate, Sovereign e FInancial Institutions","Development of Corporate, Sovereign and Financial Institutions Models"
Sviluppo Modelli Retail,Development of Retail Models
Digital Transformation Monitoring,Digital Transformation Monitoring
Nearbanking e Finanziamenti,Nearbanking and Financing
Fideuram Intesa Sanpaolo Private Banking - Organizzazione ISPB,Fideuram Intesa Sanpaolo Private Banking - ISPB Organization
Filiale proprietaria del rapporto della carta,Subsidiary owning the card relationship
Investor Coverage & Road-show,Investor Coverage & Roadshow
Governance Amministrativa e Controlli di Gruppo,Administrative Governance and Group Controls
Addetto Stima IMM,Estimate IMM
Addetto Stima ICT,ICT Estimator
Incaricato,In charge
Dipendente incaricato,Appointed employee
"Ufficio Service Management Staff, Direzioni Centrali e CLB","Service Management Staff Office, Central Management and CLB"
Fornitore esterno,External supplier
Struttura redazionale del richiedente,Editorial structure of the applicant
Market Strategist,Market Strategist
Responsabile Divisione o Direzione,Head of Division or Management
Responsabile della Divisione Banche Estere,Head of International Banks Division
Transformation e Pianificazione Operations,Transformation and Operations Planning
Assegnatario del Problem Task,Problem Task Assignee
Key Custodian,Key Custodian
Destinatario della nomina,Recipient of the nomination
Ente Esterno,External Body
Il Responsabile della Divisione Banca dei Territori,The Head of the Banca dei Territori Division
Fideuram Intesa Sanpaolo Private Banking - Rischio Prodotti e Clientela,Fideuram Intesa Sanpaolo Private Banking - Product and Customer Risk
Fideuram Intesa Sanpaolo Private Banking - Presidio Modelli Rischi e Controlli,Fideuram Intesa Sanpaolo Private Banking - Control and Risk Model Control
Customer Journey Privati e Sviluppi Multicanale,Private Customer Journeys and Multichannel Developments
Customer Journey Aziende,Customer Journey Companies
Coordinamento Monitoraggio Applicativi di Rete e Canali,Coordination Monitoring Network Applications and Channels
Pianificazione Commerciale,Commercial Planning
CRO,cro
CFO ,CFO
Policy e Organismi Nazionali e Internazionali,National and international policies and bodies
Liquidity Management,Liquidity Management
Ente Finanziatore,Financing body
Unità Organizzative dedicate alla Data Ownership,Organizational units dedicated to Data Ownership
Funzioni di controllo ,Control functions
Controlli di Conformità,Compliance Checks
Fornitori KLEIS,KLEIS suppliers
CERT,CERT
Country Manager USA & Americas - Divisione IMI CIB,Country Manager USA & Americas - IMI CIB Division
Entità Rilevanti,Relevant Entities
Struttura amministrativa della Banca in perimetro,Administrative structure of the Bank in scope
Legal Entity Italia,Legal Entity Italy
Legal Entity Estera,Foreign Legal Entity
Responsabile Euro Money Market,Euro Money Market Manager
CCP,CCP
Organismo Sovranazionale,supranational body
Intesa Sanpaolo RE.O.CO.,Intesa Sanpaolo RE.O.CO.
Eurizon Capital SA,Eurizon Capital SA
Società del gruppo in perimetro,Group companies in scope
Desk di Trading  ,Trading desks
Segreteria generale - Altra società in ambito Gruppo IVA,General Secretariat - Other company within the VAT Group
Corporate Image,Corporate Image
Traduttore,Translator
"Linee Guida, Regole e Risk Culture","Guidelines, Rules and Risk Culture"
Responsabile Monte Pegni,Pawnshop manager
Adempimenti Amministrativi Società Non Bancarie ex UBI,Administrative requirements for non-banking companies ex UBI
Pianificazione e Monitoraggio Attività Immobiliari,Planning and Monitoring Real Estate Activities
Politiche di Portafoglio,Portfolio Policies
Filiale Intesa Sanpaolo,Intesa Sanpaolo branch
Soggetti facoltizzati,Authorized subjects
Strutture proprietarie dei dati,Proprietary data structures
Responsabili di struttura organizzativa di DSI,Heads of organizational structure of DSI
Coordinatori Operativi Attività di DSI,DSI Operational Coordinators
Supporto Gestione Retail,Retail Management Support
Sessione tecnica del Tavolo Product Governance della Divisione IMI Corporate & Investment Banking,Technical session of the Product Governance Table of the IMI Corporate & Investment Banking Division
Concessione Credito Factoring,Factoring Credit Concession
Concessione Global Industries e Internazionale,Global Industries and International Concession
Account Holding Bank,Account Holding Bank
Organismo di Vigilanza e tenuta dell'Albo unico dei consulenti finanziari  ,Supervisory Body and keeping of the single register of financial advisors
Ufficio Supporto al Business,Business Support Office
Business Continuity Management,Business Continuity Management
Banca IMI - Credit Trading,Banca IMI - Credit Trading
Banca IMI - Product Control,Banca IMI - Product Control
