risk,riskID,riskType,financialDisclosureRisk
Wrong contract proposal,100513,Financial Information Risk (ex 262/2005),True
Wrong or missing references,104595,Financial Information Risk (ex 262/2005),True
Non-compliance of the data entered with respect to the contractual conditions,104188,Financial Information Risk (ex 262/2005),True
Possible incorrect data feeding,102285,Financial Information Risk (ex 262/2005),True
Possible incorrect data feeding,101937,Financial Information Risk (ex 262/2005),True
Incorrect setting and correctness of the operation,103251,Financial Information Risk (ex 262/2005),True
Possible incorrect data feeding,103252,Financial Information Risk (ex 262/2005),True
Incorrect dispensing arrangement,104663,Financial Information Risk (ex 262/2005),True
Possible incorrect data feeding,103212,Financial Information Risk (ex 262/2005),True
Possible incorrect accounting,103438,Financial Information Risk (ex 262/2005),True
Possible incorrect data feeding,101653,Financial Information Risk (ex 262/2005),True
Possible incorrect data feeding,102286,Financial Information Risk (ex 262/2005),True
Incorrect dispensing arrangement,102466,Financial Information Risk (ex 262/2005),True
Incorrect dispensing arrangement,104307,Financial Information Risk (ex 262/2005),True
Request not consistent with the contract,104308,Financial Information Risk (ex 262/2005),True
Incorrect dispensing arrangement,103213,Financial Information Risk (ex 262/2005),True
Message not received from the bank of Italy,103185,Other risks (operational),False
Incorrect or incomplete completion of the Form,103819,Other risks (operational),False
Incomplete documentation,102719,Financial Information Risk (ex 262/2005),True
Report failed to load,101236,Other risks (operational),False
Incorrect data,102320,Financial Information Risk (ex 262/2005),True
Incomplete flow generation,101235,Financial Information Risk (ex 262/2005),True
Incorrect payment entry,103121,Financial Information Risk (ex 262/2005),True
Incorrect accounting,101515,Financial Information Risk (ex 262/2005),True
Incorrect determination of the provision,103155,Financial Information Risk (ex 262/2005),True
Incorrect payment,100685,Other risks (operational),False
Wrong and/or incomplete census,101500,Financial Information Risk (ex 262/2005),True
Data reported incomplete,100945,Legal and non-compliance,False
Incomplete data,101584,Legal and non-compliance,False
Data anomalies feeding the DB,101583,Legal and non-compliance,False
Incorrect execution of the quantitative analysis,103580,Financial Information Risk (ex 262/2005),True
Incorrect management data or not aligned with the nature of the operation,104821,Financial Information Risk (ex 262/2005),True
Incorrect execution of the qualitative analysis,103579,Financial Information Risk (ex 262/2005),True
Incorrect management data or not aligned with the nature of the operation,104361,Financial Information Risk (ex 262/2005),True
Incorrect assessment of the transaction following changes to the resolution,103977,Financial Information Risk (ex 262/2005),True
SPPI Test failed,103697,Financial Information Risk (ex 262/2005),True
Incorrect credit allocation,103767,Financial Information Risk (ex 262/2005),True
Contracts acquired incomplete or inadequate,103791,Financial Information Risk (ex 262/2005),True
Inconsistent census of factoring operations with respect to contractual provisions,102516,Financial Information Risk (ex 262/2005),True
Contracts acquired incomplete or inadequate,104519,Financial Information Risk (ex 262/2005),True
Incorrect calculation of the TEG,103156,Financial Information Risk (ex 262/2005),True
Incorrect acquisition/processing and accounting of guarantees,103768,Financial Information Risk (ex 262/2005),True
Failed to load Trade File and DTCC File extracts,101399,Financial Information Risk (ex 262/2005),True
Failed to upload the trade file,104335,Financial Information Risk (ex 262/2005),True
Failed to upload the trade file,103191,Financial Information Risk (ex 262/2005),True
Trade file and DTCC file failed to load,104334,Financial Information Risk (ex 262/2005),True
Wrong cancellation of the proxy,100431,Other risks (operational),False
Access by unauthorized third parties with criminal and/or fraudulent intent,105082,Other risks (operational),False
Failure or incorrect acquisition of documentation,103942,Other risks (operational),False
Risk assessment not complete,102598,Other risks (operational),False
inadequate scenarios,103752,Other risks (operational),False
Incorrect data,103754,Other risks (operational),False
Incomplete documentation,103753,Other risks (operational),False
Incorrect delivery order,101286,Other risks (operational),False
Incorrect accounting,104665,Financial Information Risk (ex 262/2005),True
Wrong metal delivery,102015,Other risks (operational),False
Presence of incorrect or incomplete data,102224,Other risks (operational),False
Incorrect adjustment of evaluation grids,102007,Financial Information Risk (ex 262/2005),True
Incorrect grid application,101147,Financial Information Risk (ex 262/2005),True
Wrong/Failed to escalate the incident,104276,Other risks (operational),False
Wrong/Late engagement of GReCIM,105337,Other risks (operational),False
Failure to track the event,103079,Other risks (operational),False
Incorrect accounting,100486,Financial Information Risk (ex 262/2005),True
Incorrect / incomplete data entry,104770,Other risks (operational),False
Incorrect tit,103277,Financial Information Risk (ex 262/2005),True
Failure to update Pending,102404,Financial Information Risk (ex 262/2005),True
Incorrect agreed,103276,Financial Information Risk (ex 262/2005),True
Irregularities in communication,104831,Other risks (operational),False
Wrong loading,102405,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete documentation,101738,Financial Information Risk (ex 262/2005),True
Incorrectly modeled masses,105206,Other risks (operational),False
Modeling not adequate for exogenous components,103632,Other risks (operational),False
Statistical tests failed,104014,Financial Information Risk (ex 262/2005),True
Incompetent masses,104013,Financial Information Risk (ex 262/2005),True
Impacts of exogenous components not detected,104012,Other risks (operational),False
Inconsistent contributions,101196,Other risks (operational),False
User profiling inconsistent with the principle of least privilege,104788,Other risks (operational),False
Changes not implemented,105289,Financial Information Risk (ex 262/2005),True
Progress missing or incorrectly done,100716,Other risks (operational),False
Risk of incomplete loading Mitigation Actions,104481,Other risks (operational),False
Incorrect calculation of the threshold,104350,Financial Information Risk (ex 262/2005),True
Threshold exceeded,103135,Financial Information Risk (ex 262/2005),True
Incomplete documentation,103137,Other risks (operational),False
Physical delivery,103136,Other risks (operational),False
Tests not consistent with expected results,103420,Other risks (operational),False
Incomplete and/or incorrect census,104009,Other risks (operational),False
Wrong metal delivery,103138,Other risks (operational),False
Wrong Accounting,104057,Financial Information Risk (ex 262/2005),True
Domestic carrier insurance coverage to check,103381,Other risks (operational),False
Incorrect accounting,101059,Financial Information Risk (ex 262/2005),True
Wrong Warehouse Stock,104058,Financial Information Risk (ex 262/2005),True
Check Data,104056,Other risks (operational),False
