activityType,activityCategory,activity,activityID
process activity,Professional,Record the credit risk provisions,28964
control activity,Other,Verify the correct attribution,1333
process activity,Commercial,Fulfill the fulfilments envisaged by the provisions on Transparency,7640
process activity,Professional,Verify compliance with anti-money laundering obligations,33242
process activity,Operational,Enter the data for starting the report,7643
process activity,Commercial,Define with the customer - for the operation that does not have to be agreed through the Agreed function - the rate to apply,16709
process activity,Operational,Archive the documentation produced,11563
process activity,Operational,Ascertain the Client's powers to perform the requested operation,11794
process activity,Commercial,"Verify, formalize and exchange the contractual documentation with the Customer",10099
process activity,Professional,Fulfill the fulfilments foreseen by the IGA and CRS regulations,7641
process activity,Professional,Verify the Client's position and the characteristics of the requested operation,20554
process activity,Operational,Carry out - for the operation that must be agreed through Agreed functionality - the foreseen activities,6212
