controlGUID,controlCategory,control,controlID,controlType
92f6ece7-e6d5-11ea-6ab0-001dd8b72a56,Other,Verify the complete and correct updating of the contract data in the system,3003,Manual
57bb01da-98ca-11e9-2249-001dd8b721ea,Other,Verify the adequacy of the rent compared to market values,2942,Manual
1e590907-1d2f-11e8-2249-001dd8b721ea,Other,Verify the correct representation of the wallets,3474,empty
95b340c5-12b6-11e7-2688-00101818ed80,Other,Verify exact census/identification of the counterparty,2601,Manual
2e4cff97-12b8-11e7-2688-00101818ed80,Other,Check the data entered in the system,1354,Manual
b2d32d74-b20b-11ea-1911-001dd8b72a55,Other,Verify the correctness and completeness of the Catalogue,3530,Semi-automatic
93b7a9af-c02d-11ea-4b37-001dd8b72a50,Professional,Check price list deviations,722,Semi-automatic
b2d32d7f-b20b-11ea-1911-001dd8b72a55,Other,Check for misalignments,577,Semi-automatic
ba953f4a-488b-11ec-60ce-001dd8b72a56,Professional,Check the correct power supply of the tool for carrying out the SPPI Test,1205,Manual
4beb9346-52b9-11ec-43a8-001dd8b72a55,Operational,Verify the correctness of the canceled order,3638,empty
e1525b92-4d31-11ec-275f-001dd8b72a50,Other,Check for anomalies in the sending procedure - acquisition of the information flow concerned,500,empty
e3157bfa-4bc4-11e9-2249-001dd8b721ea,Other,Verify the quality of the data relating to the samples referred to the Funds and Securities Lending sections,3991,Manual
e3157be0-4bc4-11e9-2249-001dd8b721ea,Other,Verify the quality of the data relating to the samples examined,3990,Manual
d4ca7a87-5061-11e9-2249-001dd8b721ea,Other,Verify the correctness of the amounts related to the charges,3612,Manual
314dd3a6-505f-11e9-2249-001dd8b721ea,Other,Verify the correct preparation of the accounting phase,3437,Manual
50214c05-5061-11e9-2249-001dd8b721ea,Other,Verify the correct processing of accounting flows,3441,Manual
126479d8-e99e-11e9-6ab0-001dd8b72a56,Other,Verify correct accounting on accounting ledgers,2400,Manual
6a4bd316-4bc7-11e9-2249-001dd8b721ea,Other,Verify the quality of the data relating to the documentation relating to securities and coupon maturities,3989,Manual
3b4fb791-4bb3-11e9-2249-001dd8b721ea,Other,Verify the data relating to the transactions subject to daily reporting,3848,Manual
a1afc279-4bcd-11e9-2249-001dd8b721ea,Other,Verify the data relating to the quarterly reporting of consistency letters and MiFID questionnaire,3847,Automatic
89b0d8a2-2934-11ed-7f82-001dd8b72a50,Other,Validate the operations entered manually,2167,
27ada440-068d-11ed-7f82-001dd8b72a50,Other,Check match,686,Manual
86096a3d-1dcb-11e7-2688-00101818ed80,Other,Check the consistency of the amounts,1093,Automatic
c65bc5ba-febc-11e8-2249-001dd8b721ea,Operational,Check if you are in a false positive case,660,empty
4b85c005-fec1-11e8-2249-001dd8b721ea,Operational,Check managed systems for indicators of compromise,682,empty
127805e0-6a4a-11e8-2249-001dd8b721ea,Other,Verify the correct preparation of the text,3439,Manual
127805ee-6a4a-11e8-2249-001dd8b721ea,Other,Check that the form is filled in correctly,821,Manual
12780607-6a4a-11e8-2249-001dd8b721ea,Other,Verify the correct registration of the guarantees,3466,Manual
127805fc-6a4a-11e8-2249-001dd8b721ea,Other,Verify the data and signatures required in the guarantee certification form,3838,Manual
015046fd-9e97-11ea-6ab0-001dd8b72a56,Professional,Perform consistency checks,2005,Semi-automatic
c2860f80-784e-11eb-60ce-001dd8b72a56,Other,Verify Contents of the Confidentiality Agreement in the case of a non-U.S. Issuer or not American,2192,Manual
7f4a349a-529f-11ec-275f-001dd8b72a50,Other,Verify correct accounting of commissions,2393,Manual
7462174e-52b0-11ec-275f-001dd8b72a50,Other,Verify correct accounting of commissions,2393,Manual
37e4df20-7838-11eb-60ce-001dd8b72a56,Other,Verify Contents of the Confidentiality Agreement in the case of a U.S. Issuer or American,2191,Manual
68886cf9-fdfb-11e8-2249-001dd8b721ea,Other,Check the outcome of the processing phases of the Financial Engine,1522,Semi-automatic
0624c27d-fdf4-11e8-2249-001dd8b721ea,Other,Check respect of the cut-off on receiving flows,741,Semi-automatic
c9c3dc32-496d-11e9-2249-001dd8b721ea,Other,Check data acquisition deviations,425,Semi-automatic
c9c3dc4b-496d-11e9-2249-001dd8b721ea,Other,Verify correct receipt of flows,2486,Semi-automatic
68886d24-fdfb-11e8-2249-001dd8b721ea,Other,Verify the correct outcome of the processing term,3429,Semi-automatic
83fa580c-811c-11e9-2249-001dd8b721ea,Other,Carry out checks for comparison between sessions,142,Manual
83fa5820-811c-11e9-2249-001dd8b721ea,Other,Compare correspondence on asset stocks,1756,empty
55061d11-07d3-11eb-60ce-001dd8b72a56,Other,Verify the reservation of decision-making powers,4008,Manual
5930a640-07ce-11eb-60ce-001dd8b72a56,Other,Check the appraisal and the preliminary notary report for the practices reported in the Monitoring Dashboard,940,Manual
5930a63d-07ce-11eb-60ce-001dd8b72a56,Other,"Check correspondence, expert report and warranty data",411,Manual
15d04543-02e1-11eb-60ce-001dd8b72a56,Other,Check the practices reported in the Monitoring Dashboard,1538,Manual
030a8d36-c830-11ea-4b37-001dd8b72a50,Operational,Verify receipt of acknowledgment,2691,Manual
81a12064-c82f-11ea-4b37-001dd8b72a50,Other,Check that the system is powered correctly,852,Semi-automatic
81a12071-c82f-11ea-4b37-001dd8b72a50,Other,Check correct system power supply,406,Semi-automatic
81a12089-c82f-11ea-4b37-001dd8b72a50,Operational,Check the communications received at t+1,983,Manual
81a1207c-c82f-11ea-4b37-001dd8b72a50,Other,Verify correct undo operation,2503,Semi-automatic
18c26a50-7f48-11ec-275f-001dd8b72a50,Other,Check acquisition of messages by the Bank of Italy,309,empty
dbcdef2b-1569-11df-23a9-00505682243b,Other,Check lines of credit,673,
b0045566-1582-11df-23a9-00505682243b,Other,Verify correct entry of data into the system,2451,
7b6a0ace-55a8-11e2-714a-002655d352c9,Other,Verify the correctness and completeness of the documentation prepared,3546,
7b6a0ab5-55a8-11e2-714a-002655d352c9,Other,Verify the correctness and completeness of the documentation prepared,3546,
7ad1b277-5594-11e2-714a-002655d352c9,Other,Verify the correctness of the calculation of the level of funding for the pricing of the issue,3631,
f5762130-ff23-11eb-60ce-001dd8b72a56,Other,Verify the correct manual census of perpetual bonds,3427,Manual
e3122430-1874-11e8-2249-001dd8b721ea,Other,Verify correct entry in Kondor,2446,Manual
74362367-1877-11e8-2249-001dd8b721ea,Other,Verify correct data acquisition,2438,Manual
7436235e-1877-11e8-2249-001dd8b721ea,Other,Check the correct data acquisition in Market hub,1178,Manual
74362349-1877-11e8-2249-001dd8b721ea,Other,Verify the correct census in Murex,3265,Manual
b9a2dedd-1871-11e8-2249-001dd8b721ea,Other,Verify the correct census,3264,Manual
8d220671-2749-11e3-714a-002655d352c9,Other,Check for anomalies in the acquisition procedure from info providers,499,Semi-automatic
3fcfb7b2-cdbe-11eb-275f-001dd8b72a50,Other,Verify the correct identification of the subjects for which the cessation of the insurance distribution activity is envisaged,3395,empty
bf67c4a2-4d1a-11ec-60ce-001dd8b72a56,Operational,Verify the absence of prejudicial information,2916,Manual
7a713664-6494-11ec-60ce-001dd8b72a56,Other,Verify the correctness of the electronic filing of the new entries in the register,3698,Manual
def24db8-e927-11eb-60ce-001dd8b72a56,Other,Verify the correct quadrature,3452,Manual
e9bbcc44-e926-11eb-60ce-001dd8b72a56,Other,Check the correctness of the data,1259,Manual
057a66ce-e92d-11eb-275f-001dd8b72a50,Other,Check the correctness of the payments,1290,Manual
057a66cb-e92d-11eb-275f-001dd8b72a50,Other,Verify correct accounting,2390,Manual
02545aef-62ca-11ea-6ab0-001dd8b72a56,Other,Check that the TEG respects the Wear Thresholds,777,Manual
39b9de39-075f-11e8-2249-001dd8b721ea,Other,Check for missing prices,579,Semi-automatic
fd5c96a2-050f-11e5-2688-00101818ed80,Operational,Run price checks,2090,Semi-automatic
1f44d272-28f6-11e8-2249-001dd8b721ea,Other,Oversee the populating activities,1989,empty
031d97aa-b792-11e9-4b37-001dd8b72a50,Other,Verify data quality,2570,Manual
031b4da8-b792-11e9-4b37-001dd8b72a50,Other,Develop and verify the final list,1790,Semi-automatic
c064dabc-ca45-11e9-4b37-001dd8b72a50,Other,Check the BankIt diagnostic,866,Manual
72f75ea7-1025-11ea-1911-001dd8b72a55,Other,Check that the data has been sent,805,Manual
031d97b3-b792-11e9-4b37-001dd8b72a50,Other,Verify stock data,2735,Manual
031b4db1-b792-11e9-4b37-001dd8b72a50,Other,Verify the correct feeding of the Own Funds table for LE,3380,Manual
398d0b11-022d-11ea-4b37-001dd8b72a50,Other,Verify the complete fulfillment of the reliefs,3005,Manual
10688fe5-1892-11e8-2249-001dd8b721ea,Other,Check the data prepared for sending,1364,empty
f5f1c140-1897-11e8-2249-001dd8b721ea,Other,Carry out massive checks on the annual SALDI flow,187,empty
90b9490c-63af-11ea-6ab0-001dd8b72a56,Other,Check the correctness of the data,1259,empty
3b549c40-fc30-11e7-2249-001dd8b721ea,Other,Check for and report any supply rejects/anomalies,495,empty
9ec3528d-97e0-11e9-2249-001dd8b721ea,Other,Manage the Security Deposit,1882,empty
43349b23-ff7f-11e7-2249-001dd8b721ea,Other,Check that the underlying has been settled on the value date,857,empty
4a3056bf-faa1-11e7-2249-001dd8b721ea,Other,Check that the underlying has been settled on the value date,857,Semi-automatic
4a30569c-faa1-11e7-2249-001dd8b721ea,Other,Check the warnings reported on the report,1715,Manual
b8ff5736-db6e-11ec-60ce-001dd8b72a56,Other,Check receipt of authorization emails,730,Manual
29b3c402-d2c5-11ec-43a8-001dd8b72a55,Other,Verify that there are no anomalous balances,2882,Manual
e2f7c340-f9af-11e6-2688-00101818ed80,Other,Carry out trend analyses,252,Semi-automatic
60337540-d2c8-11ec-43a8-001dd8b72a55,Other, Reconcile payroll and accounting events and between them and the MCT Dashboard,22,Manual
3df39a5e-f99f-11e6-2688-00101818ed80,Other,Verify the effective zeroing of the PV received,3867,Manual
e2f7c32c-f9af-11e6-2688-00101818ed80,Other,Verify the correspondence of what was done with what was received,3831,Manual
b42e1e2a-b215-11ea-1911-001dd8b72a55,Other,Check the accounting of the assessments,893,Manual
9f779b07-f66f-11ea-4b37-001dd8b72a50,Other,Check the correct preparation of the form,1206,Semi-automatic
b2d32da1-b20b-11ea-1911-001dd8b72a55,Other,Check the correct preparation of the form,1206,Semi-automatic
831d509d-9520-11ea-1911-001dd8b72a55,Other,Verify correctness of manual entry into the system,2535,Manual
f3ff1a09-af7f-11e9-6ab0-001dd8b72a56,Other,Make adjustments to the sent flow,1864,Manual
b8f86a9d-c60a-11e7-2249-001dd8b721ea,Other,Check the receipt of the information base,1566,Manual
e8522082-80e3-11eb-43a8-001dd8b72a55,Other,Check the information on the Group reports and map,1460,Manual
35ae11aa-aeb3-11e9-6ab0-001dd8b72a56,Other,Verify the correctness of the signal flow,3790,Manual
9fe57620-3741-11ec-43a8-001dd8b72a55,Other,Verify the correct receipt of the deal,3455,Manual
fa04018a-c232-11e8-2249-001dd8b721ea,Other,Monitor the operations carried out by the supervisee in financial instruments of OTC Derivatives,1951,empty
6120d9c0-ed67-11ec-43a8-001dd8b72a55,Other,Check the data contained in the documentation received,1340,Manual
343cc448-d39b-11e9-6ab0-001dd8b72a56,Other,Check signing powers,750,empty
b30665c0-ec81-11ec-60ce-001dd8b72a56,Other,Check data upload consistency with contractual documentation,446,Manual
c4503bb3-d3b3-11e9-6ab0-001dd8b72a56,Other,Check the proposed amount of the foreign exchange transaction,1551,empty
d792fcf0-ec86-11ec-60ce-001dd8b72a56,Other,Verify consistency of data entered in the procedure with the contractual ones,2376,Manual
776730ef-d3ba-11e9-6ab0-001dd8b72a56,Other,Check signing powers in Commodity,751,Manual
776730fe-d3ba-11e9-6ab0-001dd8b72a56,Other,Check the signing powers on the Commodity Product Sheet,1641,empty
3d13a012-ec83-11ec-60ce-001dd8b72a56,Other,Verify that the data entered in the procedure are consistent with what is indicated in the contractual documentation,2809,Manual
1c8ac22d-05fa-11ea-6ab0-001dd8b72a56,Other,"Carry out a ""Blocking"" type check of consistency with the sales rules and the guides relating to the preliminary obligations for operations in Cambi",118,Manual
c4503bcd-d3b3-11e9-6ab0-001dd8b72a56,Other,Check the signing powers on the Change Confirmation,1640,empty
c4503bc1-d3b3-11e9-6ab0-001dd8b72a56,Other,Check signing powers,750,empty
c4503bd9-d3b3-11e9-6ab0-001dd8b72a56,Other,Check signing powers,750,Manual
471576f0-ec84-11ec-60ce-001dd8b72a56,Other,Verify consistency between the data entered in the procedure and those of the contractual documentation,2370,Manual
3563c530-ebe2-11ec-43a8-001dd8b72a55,Other,Check the data entered in the Rates contract proposal,1346,Manual
343cc42e-d39b-11e9-6ab0-001dd8b72a56,Other,Verify signing powers,2730,empty
56334d72-c6d1-11ec-275f-001dd8b72a50,Other,Verify signing powers for the transaction in Changes,2731,Manual
243bee90-ebdd-11ec-43a8-001dd8b72a55,Other,Check that the data entered in the procedure are consistent with what is indicated in the documentation,799,Manual
1c8ac21c-05fa-11ea-6ab0-001dd8b72a56,Other,Carry out a consistency check with the sales rules and the guides relating to the preliminary obligations for operations in Cambi,120,empty
776730e3-d3ba-11e9-6ab0-001dd8b72a56,Other,Check the signing powers on the Change Confirmation,1640,empty
15349629-cec0-11e7-2249-001dd8b721ea,Other,Check the calculation of Fair Value,951,Semi-automatic
15349638-cec0-11e7-2249-001dd8b721ea,Other,Check the revaluation values,1621,Semi-automatic
1534963e-cec0-11e7-2249-001dd8b721ea,Other,Compare pricing with independent feedback/contributions,1760,Semi-automatic
1534963b-cec0-11e7-2249-001dd8b721ea,Other,Analyze variances with previous evaluations,81,Semi-automatic
0f77b72d-8de2-11e9-2249-001dd8b721ea,Other,Make adjustments to the sent flow,1864,Manual
90583db2-d4e9-11e7-2249-001dd8b721ea,Other,Verify the correctness of the signal flow,3790,Semi-automatic
cb778b4e-c5f8-11e7-2249-001dd8b721ea,Other,Check the causes of the unusual deviations and take corrective actions,966,Semi-automatic
84b3988e-161b-11e7-2688-00101818ed80,Other,Monitor the output of the methodologies for sensitivity and initial margins,1955,Semi-automatic
9847ef34-ccff-11eb-275f-001dd8b72a50,Other,Check the deal entered,1378,Semi-automatic
3bfe17c6-d8aa-11eb-60ce-001dd8b72a56,Other,Check entry of the transaction and/or deposit.,481,Semi-automatic
8c7b8130-d8d5-11eb-60ce-001dd8b72a56,Operational,Verify the correctness of the rate calculation made by the agent.,3772,Semi-automatic
124c8086-87ea-11e7-2249-001dd8b721ea,Other,Check documentation,460,Manual
61885177-d42d-11e7-2249-001dd8b721ea,Other,Verify the consistency of the Bank's resolution with that of the Guarantee Fund and communicate the date of the resolution to the latter,3092,Manual
a76a2d23-5ad8-11e9-2249-001dd8b721ea,Other,Verify the correct payment of the commission to the Guarantee Fund,3433,Manual
afadee73-57a6-11e9-2249-001dd8b721ea,Other,Check the correct and complete filing of the documentation,1160,Manual
6bd824b0-d4f7-11eb-60ce-001dd8b72a56,Other,Verify the charge to the customer and the payment of the commission to the Central Guarantee Fund,2982,
aea943f7-d35c-11e7-2249-001dd8b721ea,Other,Verify the consistency of the Bank's resolution with that of the Guarantee Fund and communicate the date of the resolution to the Guarantee Fund,3091,Manual
168ed5fb-5d2a-11e9-2249-001dd8b721ea,Other,Check documentation completeness,463,Manual
ff0a1fa7-87ea-11e7-2249-001dd8b721ea,Other,Verify correct accounting,2390,Manual
51d99fde-ba66-11ec-275f-001dd8b72a50,Other,Validate the request,2171,Manual
1e5d5cd0-ba5e-11ec-275f-001dd8b72a50,Other,Comprehensively verify the information collected through the Tool,1770,Manual
83207965-8d13-11ea-1911-001dd8b72a55,Operational,Check the reasons for the failure to send,1563,Semi-automatic
482b48c5-8d14-11ea-1911-001dd8b72a55,Other,Check the reasons for the failure to send,1563,Semi-automatic
482b48e9-8d14-11ea-1911-001dd8b72a55,Operational,Verify proper feeding of the sectional accounting system,2679,Manual
83207981-8d13-11ea-1911-001dd8b72a55,Operational,Check correct supply of sectional accounting system,405,Manual
f113ae4c-7774-11e7-2249-001dd8b721ea,Other,Verify complete and correct registration of incoming flows,2296,Semi-automatic
f113ae5c-7774-11e7-2249-001dd8b721ea,Other,Carry out the checks foreseen in the field of product master data,223,Semi-automatic
48007e50-778f-11e7-2249-001dd8b721ea,Other,Manage audit reports,1876,Semi-automatic
1a2bed20-832f-11eb-275f-001dd8b72a50,Professional,Verify that you have correctly fulfilled the necessary Regulatory Obligations and requested the required opinions,2888,Manual
