controlCategory,controlType,controLPeriodocityEnglish,control,controlID
Operational,Missing,Missing,Verify the correct engagement,3341
Operational,Missing,Missing,Verify the effective sending of the Event Log,3865
Other,Manual,Per event,Verify that the payment amount is correct,2845
Other,Manual,Monthly,Verify adequacy of the corrected TIT and insertion in the Opera Engine,2232
Operational,Manual,Daily,Check the operations in Pending status,1510
Other,Manual,Per event,Verify data agreed,2559
Other,Manual,Per event,Verify the correctness of the communication,3642
Operational,Manual,Monthly,Verify the correct transposition of the corrected TIT,3492
Other,Manual,Per event,Verify documentation to be presented to the BoD,2581
Other,Manual,Monthly,Carry out performance checks on the size of the masses,194
Other,Semi-automatic,Annualy,Carry out capacity tests of zero-remuneration accounts,138
Other,Manual,Annualy,Carry out a complete check of the model's guide parameters,119
Other,Manual,Half yearly,Carry out infra-annual tests,182
Other,Manual,Per event,Check for the presence of exogenous events to the model,618
Other,Semi-automatic,Monthly,Carry out mass capacity tests,186
Other,Missing,Missing,Verify the consistency of the contributions received,3110
Operational,Missing,Missing,Keep data up to date,1857
Other,Manual,Half yearly,Verify the correct transposition of the changes,3491
Other,Missing,Missing,Check presence and completeness of AM progress,718
Other,Missing,Missing,Verify complete AM loading,2292
Operational,Manual,Per event,Verify the correct calculation of the threshold,3261
Operational,Automatic,Daily,Verify attention threshold attributed to customers,2278
Operational,Manual,Daily,Tick the receipt of documentation from the customer,2138
Other,Manual,Daily,Monitor the expiration of derivatives with physical delivery,1944
Other,Manual,Per event,Verify the consistency of the test with the expected results on the input stream,3134
Other,Manual,Per event,Verify the complete and correct census,2991
Operational,Manual,Per event,Check for the presence of suitable insurance coverage for transport,624
Operational,Manual,Daily,Check the warehouse balances,1714
Professional,Manual,Per event,Certify metal received,258
Other,Manual,Per event,Verify metal quantity documentation,2636
Other,Semi-automatic,Monthly,Check for any anomalies during shipping,505
Other,Semi-automatic,Monthly,Check the validity of the report,1707
Other,Manual,Per event,Verify campaign compliance,2286
Other,Manual,Per event,Verify the correctness of the revenues expected or to be returned and analyze any deviations,3785
Other,Manual,Per event,Verify the correct definition of the agreement,3321
Operational,Manual,Per event,Verify the correct accounting of the payment,3170
Other,Manual,Per event,Check eligibility criteria,475
Other,Missing,Missing,Verify eligibility criteria on the basis of contracts,2588
Other,Semi-automatic,Per event,Carry out regulatory checks,210
Other,Manual,Per event,Verify receipt of all matches,2695
Other,Manual,Per event,Verify the correctness of the signal flow,3790
Other,Semi-automatic,Quarterly,Verify and make any adjustments to the report,2259
Other,Manual,Quarterly,Check the received data,1568
Other,Semi-automatic,Quarterly,Perform trend checking on the data,2023
Other,Manual,Per event,Verify the correctness of the decision-making process,3684
Other,Manual,Per event,Check for correct pricing in sections with financial content,554
Other,Manual,Per event,Check that consent has been acquired for the application of commissions not in line with the M&A Advisory/RE Advisory Commission Tables,761
Other,Manual,Per event,BdT Check the correct pricing in the sections with financial content,109
Other,Manual,Per event,BdT Verify the correct determination of the price in the preparation of the contracts,111
Other,Manual,Per event,BdT - Verify the correct conduct in determining the price,108
Other,Manual,Per event,BdT Verify congruence determination of the price,110
Other,Manual,Per event,Check the determination of the price in the case of issuing Opinions,1386
Other,Manual,Per event,Check the contents of the mandate,1138
Other,Manual,Per event,Verify contents of the BdT mandate,2384
Other,Manual,Per event,Verify the correct determination of the price in the preparation of the contracts,3331
Other,Manual,Per event,Verify correct entry of the text of conflicts of interest sent by Conflict Check and Clearing Sensitive Operations,2452
Other,Manual,Per event, Check that consent has been acquired for the application of commissions not in line with the M&A Advisory/RE Advisory Commission Tables<<,12
Other,Manual,Per event,BdT Verify the determination of the price in the case of issuing Opinions,112
Other,Manual,Per event,Verify pricing congruence,2669
Other,Manual,Per event,Verify correct entry of the text of conflicts of interest sent by Conflict Check and Clearing Sensitive Operations BdT,2453
Other,Manual,Per event,Verify the correct conduct in determining the price,3307
Other,Semi-automatic,Daily,Verify the correct accounting of the operation,3168
Other,Automatic,Per event,Prepare the transfer contracts not produced automatically by the system,2030
Other,Manual,Per event,Check contracts/documentation acquired,391
Other,Other,N.A.,Check the activities performed on the broken covenants,904
Professional,Other,N.A.,Check the consistency of the values entered in the system,1128
Other,Other,N.A.,Verify the processing of the reports received,3979
Other,Manual,Per event,Check that the Tool for carrying out the SPPI Test present in the Credit Portal is correctly powered,778
Other,Semi-automatic,Daily,Verify the outcome of the data processing,3942
Other,Semi-automatic,Per event,Check the outcome of the calculation of the rate values,1519
Operational,Manual,Per event,Verify that the Supplier/Dealer belongs to the Economic Group of the Lead Chain,2781
Other,Manual,Per event,Verify the data provided by the Head of the Supply Chain and the reports in the application,3846
Other,Manual,Per event,Check the requirements of the Lead Supplier and the contract,1609
Operational,Missing,Missing,Ensure compliance with the reporting deadlines established by law,1794
Other,Semi-automatic,Per event,Check that the surface variation data has been correctly entered into the system,850
Other,Semi-automatic,Per event,Monitor the status of anomalies,1968
Other,Manual,Per event,Verify Correct filing,2193
Other,Manual,Monthly,Make a new comparison,1863
Operational,Manual,Monthly,Compare with the Trial Balance,1765
Other,Manual,Per event,Verify the correct updating and ISTAT adjustment of the rent,3506
Other,Manual,Per event,Verify the correctness of the data update of the active lease,3679
Other,Manual,Per event,"Check the ""simulated"" billing",864
Other,Manual,Per event,Check the correctness of entering the data of the active lease,1237
Other,Manual,Per event,Check the rediscount simulation,1578
Other,Manual,Daily,Check P&L reports,288
Other,Semi-automatic,Daily,Verify correct flow processing,2460
Other,Semi-automatic,Daily,Verify P&L Processing,2199
Other,Semi-automatic,Daily,Check P&L Attribution,287
Other,Manual,Annualy,Check the completeness and accuracy of the tables/information Notes,993
Other,Manual,Annualy,Check the consistency of the data entered in the NI tables,1099
Other,Manual,Quarterly,Carry out a trend analysis of the different types of loans,128
Other,Other,N.A.,Check the machining of the intercepted positions,1489
Other,Manual,Per event,Validate deals,2149
Other,Manual,Per event,Check commission calculation,369
Other,Semi-automatic,Daily,Check the remaining certificates in load,1591
Other,Manual,Quarterly,Check authorization and correctness of the assessment,344
Other,Semi-automatic,Quarterly,Check determined adjustment,449
Other,Semi-automatic,Monthly,Check rating,728
Other,Manual,Daily,Monitor pricing model calibration,1923
Other,Missing,Missing,Check request data,739
Other,Manual,Per event,Analyze residual deltas,61
Other,Manual,Per event,Check the validity and completeness of the request received,1700
Other,Manual,Per event,Verify credit amounts,2554
Other,Missing,Missing,Verify that all mandated companies are assigned a financial analyst,2754
Other,Manual,Monthly,Verify the correctness of the data relating to the Business Unit,3673
Other,Missing,Missing,Check the adequacy of the data present in the documents,912
Other,Missing,Missing,Check for any missing or incorrect email addresses,528
Operational,Manual,Weekly,Verify compliance with the deadlines for replying to the proposed resolution,2331
