risk,riskID,riskType,financialDisclosureRisk
Belonging of the Supplier/Dealer to the perimeter of the Supply Chain and to the Economic Group of the Lead Supply Chain,152,Financial Information Risk (ex 262/2005),True
Incorrect compilation of SIF/SID and ineligible counterparties,1365,Financial Information Risk (ex 262/2005),True
Lack of requirements of the Lead Supply Chain and incomplete Agreement,2178,Other risks (operational),False
Failure to send within the terms established by law,672,Other risks (operational),False
Loss of a document,2201,Other risks (operational),False
No archiving,2330,Financial Information Risk (ex 262/2005),True
Incorrect / incomplete data entry,1044,Financial Information Risk (ex 262/2005),True
Wrong rediscount count,3172,Financial Information Risk (ex 262/2005),True
Incorrect P&L desk,1063,Other risks (operational),False
Incorrect and/or lack of power supply to the management control systems,1233,Other risks (operational),False
Incorrect P&L calculation,1062,Other risks (operational),False
Failure or incorrect verification of P&L data,440,Other risks (operational),False
"Lack of completeness, accuracy and validity of the tables of the Explanatory Notes",2146,Financial Information Risk (ex 262/2005),True
Data consistency inconsistency,259,Financial Information Risk (ex 262/2005),True
Wrong data consistency,3031,Financial Information Risk (ex 262/2005),True
Unworked positions,2887,Other,False
Inconsistent data,993,Other risks (operational),False
Incorrect or unauthorized evaluation,1809,Financial Information Risk (ex 262/2005),True
Pricing model not calibrated in relation to the type of deal,2604,Financial Information Risk (ex 262/2005),True
Wrong indication of data,3098,Other risks (operational),False
Incorrect crediting of amounts,1408,Financial Information Risk (ex 262/2005),True
Companies covered by mandates not assigned to a financial analyst,195,Other risks (operational),False
Inconsistent data between system and processed positions to be sent to the Customer,996,Other risks (operational),False
Missing or incorrect email addresses,2309,Other risks (operational),False
Failure or delay in responding to the Servicer,431,Other risks (operational),False
Incorrect calculation of the deliberating body,1311,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,1198,Financial Information Risk (ex 262/2005),True
Decision not timely,306,Financial Information Risk (ex 262/2005),True
Incorrect data entry in the resolution,1433,Financial Information Risk (ex 262/2005),True
Inhomogeneous information,2117,Other risks (operational),False
Releasing the checkbook to a customer forbidden to issue or not authorised,2652,Other risks (operational),False
Release of wrong type of carnet or release of carnet to non-entitled customer,2651,Other risks (operational),False
Incorrect data import,1448,Financial Information Risk (ex 262/2005),True
Derogations not applied correctly,315,Financial Information Risk (ex 262/2005),True
Incorrect entry / modification of the contract,1526,Financial Information Risk (ex 262/2005),True
Incorrect credit note,1405,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete personal data,1214,Other risks (operational),False
Incorrect billing from file,1280,Financial Information Risk (ex 262/2005),True
Incorrect application of the Split Payment,1245,Financial Information Risk (ex 262/2005),True
ceiling overrun,3252,Other risks (operational),False
Flow submission incomplete or missing,717,Financial Information Risk (ex 262/2005),True
Incorrect mailing of invoices,1700,Other risks (operational),False
Wrong / Failed to send the flow,2913,Financial Information Risk (ex 262/2005),True
Incorrect application of VAT exemption,1238,Other risks (operational),False
Wrong entry of changes,3066,Financial Information Risk (ex 262/2005),True
Received an inconsistent recovery plan with respect to the criticality of the assigned vulnerabilities,2637,Other risks (operational),False
Position keeping data feed incomplete or incorrect,2479,Other risks (operational),False
Market data between inconsistent systems,2220,Other risks (operational),False
Incomplete data,841,Financial Information Risk (ex 262/2005),True
Incorrect communication,1360,Financial Information Risk (ex 262/2005),True
Data does not match,261,Financial Information Risk (ex 262/2005),True
Uploads not done,2890,Financial Information Risk (ex 262/2005),True
Incorrect stock packages,1965,Financial Information Risk (ex 262/2005),True
Incorrect System Audit Pool,1072,Financial Information Risk (ex 262/2005),True
Incorrect Paper Audit Pool,1064,Financial Information Risk (ex 262/2005),True
Recognition of amounts to non-entitled persons,2641,Other risks (operational),False
Incorrect formalization of the purchase offer,1617,Other risks (operational),False
Wrong package packaging,3140,Other risks (operational),False
Incorrect execution of the credit operations,1581,Other risks (operational),False
Incorrect crediting,1407,Other risks (operational),False
Loss of property values of the Bank,2206,Other risks (operational),False
Incorrect impact assessment,1634,Financial Information Risk (ex 262/2005),True
Wrong classification of changes,3005,Financial Information Risk (ex 262/2005),True
Incorrect assignment of the risk status to the system,1261,Financial Information Risk (ex 262/2005),True
Incorrect assignment of risk status,1260,Financial Information Risk (ex 262/2005),True
"Field ""component owner"" with missing information and products not managed correctly.",708,Information and Communication Technology risk,False
Incorrect entry of the approval rules,1554,Other risks (operational),False
Anomalies in the insertion/modification operations compared to what was requested by the customer,106,Other risks (operational),False
Overrun of the cut-offs for closing the Bank's financial statements and incorrect sizing of the provisions.,2452,Financial Information Risk (ex 262/2005),True
Missing or incorrect accounting of debit or credit movements,2305,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the movements of the guarantees,1127,Financial Information Risk (ex 262/2005),True
Incorrect reporting generated,1916,Other risks (operational),False
Incorrect reporting to investors and the regulator,1919,Other risks (operational),False
Non-compliance with balance sheet closing times and crushing of user certification times,2367,Other risks (operational),False
Missed or incorrect payments due to investors,2289,Other risks (operational),False
Incorrect imputations,1641,Financial Information Risk (ex 262/2005),True
Operation not permitted,2426,Other,False
Lack of data functional to the calculation,2160,Other risks (operational),False
Reporting not consistent with the calculated measures,2667,Financial Information Risk (ex 262/2005),True
Inconsistency of ancillary costs,968,Legal and non-compliance,False
Incorrect and incomplete data and deposit,1182,Financial Information Risk (ex 262/2005),True
Prepare incorrect or incomplete data,2531,Legal and non-compliance,False
Property anti-corruption risk,2618,Other risks (operational),False
Inappropriate fee,771,Legal and non-compliance,False
Property anti-corruption risk,2618,Legal and non-compliance,False
Incorrect data entered into the system,1425,Financial Information Risk (ex 262/2005),True
Checks not performed,189,Financial Information Risk (ex 262/2005),True
Wrong/incomplete reporting,3237,Financial Information Risk (ex 262/2005),True
Form filled in incompletely or with incorrect data,723,Legal and non-compliance,False
"Incorrect Reportable Position regarding the number of ETD operations on the Client's account, trigger thresholds not updated",1070,Legal and non-compliance,False
"Incorrect Reportable Position regarding the balance of the ETD position on the Customer's account, trigger thresholds not updated",1069,Legal and non-compliance,False
Wrong/incomplete collection of documentation,3222,Financial Information Risk (ex 262/2005),True
Possible error in the calculation of the TEG in the pre-loading phase of the stipulation,2487,Financial Information Risk (ex 262/2005),True
